Locality_Number,Outbreak_Years,Latitude,Longitude,Zone,Locality_Name,Recurrence_Level,Fjord_Position,Is_Persistent,Distance_to_Salmon_River_km,Nearest_Salmon_River,River_Zone,Salmon_Index,Trout_Score,Salmon_Distance_Category,Salmon_Pressure,Trout_Pressure
15455,1,67.17802,15.409383,Zone 4: Northern (66-69°N),Daumannsvika,Sporadic (0-2 years),Inner Fjord,False,8.7,Saltdalselva,Zone 4,85,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
15456,4,61.105118,5.853883,Zone 2: Western (60-63°N),Eidesberget,Occasional (3-5 years),Mid-Fjord,False,33.0,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
15460,3,70.895584,25.563334,Zone 5: Arctic (69-71°N),Laholmen,Occasional (3-5 years),Mid-Fjord,False,66.5,Børselva,Zone 5,75,1,Moderate (50-100km),High Salmon Pressure,Low Sea Trout
15461,4,70.87123,25.446318,Zone 5: Arctic (69-71°N),Storvika,Occasional (3-5 years),Mid-Fjord,False,63.8,Børselva,Zone 5,75,1,Moderate (50-100km),High Salmon Pressure,Low Sea Trout
15462,1,70.98,25.747833,Zone 5: Arctic (69-71°N),Sarnes,Sporadic (0-2 years),Mid-Fjord,False,76.4,Børselva,Zone 5,75,1,Moderate (50-100km),High Salmon Pressure,Low Sea Trout
15516,0,70.737236,27.317183,Zone 5: Arctic (69-71°N),Mårøyfjord,Sporadic (0-2 years),Mid-Fjord,False,68.4,Tana,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
15517,4,70.5295,23.2287,Zone 5: Arctic (69-71°N),Tinnlandet,Occasional (3-5 years),Mid-Fjord,False,70.2,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
15621,2,66.58036,13.015637,Zone 4: Northern (66-69°N),Breivika,Sporadic (0-2 years),Inner Fjord,False,53.9,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
15655,5,66.23579,12.709967,Zone 4: Northern (66-69°N),HYesrtøy N,Occasional (3-5 years),Inner Fjord,False,53.4,Vefsna,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
15657,1,69.94662,20.752768,Zone 5: Arctic (69-71°N),Kågen,Sporadic (0-2 years),Mid-Fjord,False,75.2,Reisa,Zone 4,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
15659,2,69.907684,21.8331,Zone 5: Arctic (69-71°N),Nøklan,Sporadic (0-2 years),Mid-Fjord,False,52.4,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
15796,6,59.388035,5.929283,Zone 1: Southern (58-60°N),Borgarliflot,Recurrent (6-8 years),Mid-Fjord,False,25.5,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
15860,4,69.23299,17.089382,Zone 5: Arctic (69-71°N),Kvenbukta Vest,Occasional (3-5 years),Inner Fjord,False,61.9,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
15956,0,69.914665,29.487076,Zone 5: Arctic (69-71°N),Storbukt,Sporadic (0-2 years),Mid-Fjord,False,21.9,Vestre Jakobselv,Zone 5,70,1,Close to Salmon River (20-50km),Moderate Salmon Pressure,Low Sea Trout
15957,1,70.0645,29.0347,Zone 5: Arctic (69-71°N),Latvika,Sporadic (0-2 years),Mid-Fjord,False,10.8,Vestre Jakobselv,Zone 5,70,1,Very Close to Salmon River (<20km),Moderate Salmon Pressure,Low Sea Trout
16015,1,69.88975,20.769016,Zone 5: Arctic (69-71°N),Russelva,Sporadic (0-2 years),Mid-Fjord,False,69.0,Reisa,Zone 4,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
16055,1,70.83325,25.254333,Zone 5: Arctic (69-71°N),Kråkeberget,Sporadic (0-2 years),Mid-Fjord,False,60.2,Børselva,Zone 5,75,1,Moderate (50-100km),High Salmon Pressure,Low Sea Trout
16165,3,67.572815,15.128683,Zone 4: Northern (66-69°N),Tårnvika,Occasional (3-5 years),Inner Fjord,False,54.0,Saltdalselva,Zone 4,85,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
16216,2,68.86298,15.092383,Zone 4: Northern (66-69°N),Lønskog,Sporadic (0-2 years),Inner Fjord,False,137.6,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
16255,0,69.73117,30.415333,Zone 5: Arctic (69-71°N),Skarvfjell,Sporadic (0-2 years),Mid-Fjord,False,59.3,Vestre Jakobselv,Zone 5,70,1,Moderate (50-100km),Moderate Salmon Pressure,Low Sea Trout
16736,1,69.95783,20.69315,Zone 5: Arctic (69-71°N),Kåvika,Sporadic (0-2 years),Mid-Fjord,False,77.1,Reisa,Zone 4,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
16755,5,59.944218,5.434733,Zone 1: Southern (58-60°N),Hageberg,Occasional (3-5 years),Mid-Fjord,False,53.6,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
16939,3,68.410484,15.435433,Zone 4: Northern (66-69°N),Fornes,Occasional (3-5 years),Inner Fjord,False,140.6,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
17015,3,59.730434,5.788733,Zone 1: Southern (58-60°N),Seglberget,Occasional (3-5 years),Mid-Fjord,False,22.8,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
17077,1,69.51037,18.0218,Zone 5: Arctic (69-71°N),Trettevik,Sporadic (0-2 years),Mid-Fjord,False,60.0,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
17176,3,68.69912,15.978933,Zone 4: Northern (66-69°N),Holandselv,Occasional (3-5 years),Inner Fjord,False,107.0,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
17177,6,61.893116,5.35185,Zone 2: Western (60-63°N),Grunneneset,Recurrent (6-8 years),Mid-Fjord,False,52.5,Jølstra,Zone 2,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
17235,7,66.42008,13.018033,Zone 4: Northern (66-69°N),Ørnes,Recurrent (6-8 years),Inner Fjord,False,46.0,Ranfjorden rivers,Zone 4,80,3,Close to Salmon River (20-50km),High Salmon Pressure,High Sea Trout
17357,2,59.131584,5.72165,Zone 1: Southern (58-60°N),Rennaren,Sporadic (0-2 years),Mid-Fjord,False,56.4,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
17495,2,63.04895,8.21635,Zone 3: Mid (63-66°N),Vullum,Sporadic (0-2 years),Mid-Fjord,False,29.6,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
17575,6,59.2522,5.390517,Zone 1: Southern (58-60°N),Tollaksholmen,Recurrent (6-8 years),Mid-Fjord,False,55.9,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
18015,1,59.954018,5.451667,Zone 1: Southern (58-60°N),Hestabyneset,Sporadic (0-2 years),Mid-Fjord,False,53.7,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
18117,2,70.27188,21.6898,Zone 5: Arctic (69-71°N),Vassvika,Sporadic (0-2 years),Mid-Fjord,False,70.8,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
18217,2,59.396633,5.171083,Zone 1: Southern (58-60°N),Kvaløy Øst,Sporadic (0-2 years),Mid-Fjord,False,57.3,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
18235,2,59.2694,6.193083,Zone 1: Southern (58-60°N),Bastli,Sporadic (0-2 years),Mid-Fjord,False,31.1,Suldalslågen,Zone 2,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
18275,5,59.19205,5.870067,Zone 1: Southern (58-60°N),Kjeringå,Occasional (3-5 years),Mid-Fjord,False,47.3,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
18639,5,59.39232,5.883333,Zone 1: Southern (58-60°N),Halsavika,Occasional (3-5 years),Mid-Fjord,False,26.2,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
18657,10,61.1567,5.133983,Zone 2: Western (60-63°N),Skredstivik,Persistent (9-10 years),Mid-Fjord,True,44.8,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
18717,1,67.132286,14.313183,Zone 4: Northern (66-69°N),Hammarvika,Sporadic (0-2 years),Inner Fjord,False,29.5,Beiarvassdraget,Zone 4,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
18755,4,64.74997,11.394183,Zone 3: Mid (63-66°N),Klungset,Occasional (3-5 years),Mid-Fjord,False,28.3,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
18898,3,60.455517,5.627417,Zone 2: Western (60-63°N),Skaftå,Occasional (3-5 years),Mid-Fjord,False,45.4,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
18936,3,65.68622,12.138533,Zone 3: Mid (63-66°N),Igerøy Ø,Occasional (3-5 years),Mid-Fjord,False,50.3,Vefsna,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
19015,10,63.333534,9.180583,Zone 3: Mid (63-66°N),Stokkvika,Persistent (9-10 years),Mid-Fjord,True,31.3,Orkla,Zone 3,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
19016,3,63.506065,9.19075,Zone 3: Mid (63-66°N),Storskogøya,Occasional (3-5 years),Mid-Fjord,False,38.1,Orkla,Zone 3,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
19098,0,67.22733,15.351017,Zone 4: Northern (66-69°N),Leivsethamran,Sporadic (0-2 years),Inner Fjord,False,14.4,Saltdalselva,Zone 4,85,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
19115,3,63.460682,9.1444,Zone 3: Mid (63-66°N),Fugløya S,Occasional (3-5 years),Mid-Fjord,False,37.4,Orkla,Zone 3,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
19135,4,64.243385,10.26445,Zone 3: Mid (63-66°N),Sandøya III,Occasional (3-5 years),Mid-Fjord,False,66.2,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
19195,5,63.597218,8.51575,Zone 3: Mid (63-66°N),Korsholman,Occasional (3-5 years),Mid-Fjord,False,72.1,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
19235,3,67.533165,15.165583,Zone 4: Northern (66-69°N),Vindvika,Occasional (3-5 years),Inner Fjord,False,49.4,Saltdalselva,Zone 4,85,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
19278,5,68.17091,16.1532,Zone 4: Northern (66-69°N),Forsåstorvika,Occasional (3-5 years),Inner Fjord,False,123.6,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
19335,0,70.67173,27.13395,Zone 5: Arctic (69-71°N),Eidemolla,Sporadic (0-2 years),Mid-Fjord,False,66.0,Tana,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
19336,1,59.4293,5.114483,Zone 1: Southern (58-60°N),Flatholmen,Sporadic (0-2 years),Mid-Fjord,False,58.9,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
19355,6,59.29677,5.9888,Zone 1: Southern (58-60°N),Låva,Recurrent (6-8 years),Mid-Fjord,False,34.4,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
19356,1,64.53883,10.87705,Zone 3: Mid (63-66°N),Kvalrosskjæret,Sporadic (0-2 years),Mid-Fjord,False,30.2,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
19556,2,68.417534,16.79135,Zone 4: Northern (66-69°N),Pundsvik,Sporadic (0-2 years),Inner Fjord,False,95.0,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
19635,4,68.8001,14.593767,Zone 4: Northern (66-69°N),Skatleia,Occasional (3-5 years),Inner Fjord,False,158.5,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
19655,2,60.74618,5.2701,Zone 2: Western (60-63°N),Ospeneset,Sporadic (0-2 years),Mid-Fjord,False,63.9,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
19755,2,65.3523,12.43795,Zone 3: Mid (63-66°N),Klubben,Sporadic (0-2 years),Mid-Fjord,False,61.1,Vefsna,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
19855,4,63.149746,8.12855,Zone 3: Mid (63-66°N),Segelråa,Occasional (3-5 years),Mid-Fjord,False,40.1,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
19875,2,63.040718,7.8497,Zone 3: Mid (63-66°N),Or,Sporadic (0-2 years),Mid-Fjord,False,45.9,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
19939,5,60.157417,6.050117,Zone 2: Western (60-63°N),Høysteinen,Occasional (3-5 years),Mid-Fjord,False,53.0,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
19977,3,63.99495,9.928317,Zone 3: Mid (63-66°N),Jektholmen,Occasional (3-5 years),Mid-Fjord,False,73.1,Stjørdalselva,Zone 3,90,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
19995,3,63.137768,8.03015,Zone 3: Mid (63-66°N),Hagahammaren,Occasional (3-5 years),Mid-Fjord,False,43.0,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
20075,2,67.89243,16.236717,Zone 4: Northern (66-69°N),TYesjneluokta,Sporadic (0-2 years),Inner Fjord,False,95.3,Saltdalselva,Zone 4,85,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
20096,0,68.06018,13.5389,Zone 4: Northern (66-69°N),Sandholman,Sporadic (0-2 years),Inner Fjord,False,131.7,Beiarvassdraget,Zone 4,75,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
20115,5,60.2496,5.174017,Zone 2: Western (60-63°N),Skjerholmen N.,Occasional (3-5 years),Mid-Fjord,False,78.0,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
20315,5,62.30065,7.085433,Zone 2: Western (60-63°N),Overåneset V,Occasional (3-5 years),Mid-Fjord,False,5.9,Norddalselva,Zone 3,60,1,Very Close to Salmon River (<20km),Moderate Salmon Pressure,Low Sea Trout
20316,6,68.33148,14.948217,Zone 4: Northern (66-69°N),Korsnes,Recurrent (6-8 years),Inner Fjord,False,138.7,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
20396,5,70.22971,23.336117,Zone 5: Arctic (69-71°N),Bergsnes V,Occasional (3-5 years),Mid-Fjord,False,37.1,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
20455,3,60.0406,6.010917,Zone 2: Western (60-63°N),Djupevika,Occasional (3-5 years),Mid-Fjord,False,49.3,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
20559,4,63.8225,8.75505,Zone 3: Mid (63-66°N),Langskjæra,Occasional (3-5 years),Mid-Fjord,False,78.0,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
20576,3,68.81237,17.52025,Zone 4: Northern (66-69°N),Kvanntoneset,Occasional (3-5 years),Inner Fjord,False,44.6,Målselva,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
20595,5,60.162018,5.205567,Zone 2: Western (60-63°N),Kyrholmen S,Occasional (3-5 years),Mid-Fjord,False,80.2,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
20776,7,60.530884,4.97325,Zone 2: Western (60-63°N),Storoksen,Recurrent (6-8 years),Mid-Fjord,False,78.6,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
20796,6,62.59785,7.367717,Zone 2: Western (60-63°N),Skarbukta,Recurrent (6-8 years),Mid-Fjord,False,20.3,Rauma,Zone 3,90,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
20815,4,62.334,6.157667,Zone 2: Western (60-63°N),Slettvika,Occasional (3-5 years),Mid-Fjord,False,54.2,Norddalselva,Zone 3,60,1,Moderate (50-100km),Moderate Salmon Pressure,Low Sea Trout
20876,3,68.84437,14.85465,Zone 4: Northern (66-69°N),Børøya,Occasional (3-5 years),Inner Fjord,False,147.4,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
20897,2,68.94144,15.30745,Zone 4: Northern (66-69°N),Gisløy S,Sporadic (0-2 years),Inner Fjord,False,128.1,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
21016,4,70.549515,22.955883,Zone 5: Arctic (69-71°N),Husfjord,Occasional (3-5 years),Mid-Fjord,False,73.0,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
21055,0,59.337482,5.987767,Zone 1: Southern (58-60°N),Foldøy Ø,Sporadic (0-2 years),Mid-Fjord,False,29.9,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
21176,5,68.08141,16.321417,Zone 4: Northern (66-69°N),Risvik,Occasional (3-5 years),Inner Fjord,False,116.3,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
21335,3,61.1936,5.801617,Zone 2: Western (60-63°N),Floteneset,Occasional (3-5 years),Mid-Fjord,False,23.0,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
21336,3,61.16942,5.807467,Zone 2: Western (60-63°N),Djupeleget,Occasional (3-5 years),Mid-Fjord,False,25.7,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
21337,5,66.325066,12.648067,Zone 4: Northern (66-69°N),Kveitholmen,Occasional (3-5 years),Inner Fjord,False,60.7,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
21397,6,67.033165,13.96735,Zone 4: Northern (66-69°N),Midt- Femris,Recurrent (6-8 years),Inner Fjord,False,40.8,Beiarvassdraget,Zone 4,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
21415,6,59.285484,5.8583,Zone 1: Southern (58-60°N),Dyrholmen,Recurrent (6-8 years),Mid-Fjord,False,37.6,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
21495,0,64.96537,11.532783,Zone 3: Mid (63-66°N),Risværgalten,Sporadic (0-2 years),Mid-Fjord,False,51.9,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
21516,5,68.05714,16.204468,Zone 4: Northern (66-69°N),Hulløyhamn Ø,Occasional (3-5 years),Inner Fjord,False,112.1,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
21517,0,67.534836,15.314517,Zone 4: Northern (66-69°N),Storvika,Sporadic (0-2 years),Inner Fjord,False,48.6,Saltdalselva,Zone 4,85,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
21676,4,64.60212,10.85345,Zone 3: Mid (63-66°N),Kråkholmen,Occasional (3-5 years),Mid-Fjord,False,33.0,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
21755,3,59.73605,5.884,Zone 1: Southern (58-60°N),Tendalsvik,Occasional (3-5 years),Mid-Fjord,False,19.4,Etneelva,Zone 2,75,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
21795,2,68.339714,15.38435,Zone 4: Northern (66-69°N),Skarvhausen,Sporadic (0-2 years),Inner Fjord,False,138.3,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
21915,4,59.95238,5.283167,Zone 1: Southern (58-60°N),Matløyso,Occasional (3-5 years),Mid-Fjord,False,60.4,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
21957,0,68.40231,16.859266,Zone 4: Northern (66-69°N),Hesjeholmen,Sporadic (0-2 years),Inner Fjord,False,94.2,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
22015,4,61.16562,5.052417,Zone 2: Western (60-63°N),Fureneset,Occasional (3-5 years),Mid-Fjord,False,47.8,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
22035,4,66.30838,13.4324,Zone 4: Northern (66-69°N),Buktodden Nø,Occasional (3-5 years),Inner Fjord,False,25.5,Ranfjorden rivers,Zone 4,80,3,Close to Salmon River (20-50km),High Salmon Pressure,High Sea Trout
22095,2,59.983932,5.932317,Zone 1: Southern (58-60°N),Hågardsneset,Sporadic (0-2 years),Mid-Fjord,False,43.8,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
22315,3,60.22175,5.557367,Zone 2: Western (60-63°N),Skavhella,Occasional (3-5 years),Mid-Fjord,False,62.7,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
22335,3,62.802166,6.981267,Zone 2: Western (60-63°N),Storvika,Occasional (3-5 years),Mid-Fjord,False,49.9,Rauma,Zone 3,90,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
22435,1,68.67398,14.982483,Zone 4: Northern (66-69°N),Stretarneset,Sporadic (0-2 years),Inner Fjord,False,146.3,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
22455,4,62.16655,5.5954,Zone 2: Western (60-63°N),Bjørlykkestranda,Occasional (3-5 years),Mid-Fjord,False,69.7,Stryneelva,Zone 2,65,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
22596,6,59.194416,5.800183,Zone 1: Southern (58-60°N),Hesbygrunnen,Recurrent (6-8 years),Mid-Fjord,False,48.3,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
22775,7,65.001915,11.058617,Zone 3: Mid (63-66°N),Kvaløya,Recurrent (6-8 years),Mid-Fjord,False,59.8,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
22796,4,66.58763,13.096633,Zone 4: Northern (66-69°N),Renga S,Occasional (3-5 years),Inner Fjord,False,51.5,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
22915,6,60.03818,5.114417,Zone 2: Western (60-63°N),Kalsøyflu,Recurrent (6-8 years),Mid-Fjord,False,73.8,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
22955,7,59.684235,5.589717,Zone 1: Southern (58-60°N),Svollandsneset,Recurrent (6-8 years),Mid-Fjord,False,30.3,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
22995,2,67.07103,14.113967,Zone 4: Northern (66-69°N),Oldervik,Sporadic (0-2 years),Inner Fjord,False,35.1,Beiarvassdraget,Zone 4,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
23055,6,69.0433,17.363234,Zone 5: Arctic (69-71°N),Storvika V,Recurrent (6-8 years),Inner Fjord,False,45.7,Målselva,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
23056,3,69.03788,17.264183,Zone 5: Arctic (69-71°N),Lekangsund II,Occasional (3-5 years),Inner Fjord,False,49.6,Målselva,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
23375,5,61.099983,5.729967,Zone 2: Western (60-63°N),Sørevik,Occasional (3-5 years),Mid-Fjord,False,33.6,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
23436,5,61.20635,4.938083,Zone 2: Western (60-63°N),Bjørnholmen,Occasional (3-5 years),Mid-Fjord,False,51.0,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
23695,6,62.34895,6.910767,Zone 2: Western (60-63°N),Skotungneset,Recurrent (6-8 years),Mid-Fjord,False,16.0,Norddalselva,Zone 3,60,1,Very Close to Salmon River (<20km),Moderate Salmon Pressure,Low Sea Trout
23755,3,68.785286,17.64295,Zone 4: Northern (66-69°N),Kjeiprød,Occasional (3-5 years),Inner Fjord,False,42.0,Målselva,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
23816,4,66.25645,12.89285,Zone 4: Northern (66-69°N),Nordbotnet,Occasional (3-5 years),Inner Fjord,False,50.0,Ranfjorden rivers,Zone 4,80,3,Close to Salmon River (20-50km),High Salmon Pressure,High Sea Trout
24035,4,60.169834,5.69645,Zone 2: Western (60-63°N),Håvikvågen S,Occasional (3-5 years),Mid-Fjord,False,61.7,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
24115,5,63.41975,8.411617,Zone 3: Mid (63-66°N),Singsholmen,Occasional (3-5 years),Mid-Fjord,False,59.7,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
24135,4,59.776333,5.9001,Zone 1: Southern (58-60°N),Utåker,Occasional (3-5 years),Mid-Fjord,False,22.6,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
24155,2,69.4194,17.337067,Zone 5: Arctic (69-71°N),Ytre Jøvik,Sporadic (0-2 years),Inner Fjord,False,65.7,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
24175,2,69.419464,17.287567,Zone 5: Arctic (69-71°N),Ytre Lavollsfjord,Sporadic (0-2 years),Inner Fjord,False,67.1,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
24196,1,63.482616,8.280283,Zone 3: Mid (63-66°N),Gjelsøya,Sporadic (0-2 years),Mid-Fjord,False,68.3,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
24197,2,63.415966,8.483883,Zone 3: Mid (63-66°N),Værøya Ø,Sporadic (0-2 years),Mid-Fjord,False,58.5,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
24295,5,66.81468,13.678183,Zone 4: Northern (66-69°N),Isbergan,Occasional (3-5 years),Inner Fjord,False,57.4,Beiarvassdraget,Zone 4,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
