Locality_Number,Outbreak_Years,Latitude,Longitude,Zone,Locality_Name,Recurrence_Level,Fjord_Position,Is_Persistent,Distance_to_Salmon_River_km,Nearest_Salmon_River,River_Zone,Salmon_Index,Trout_Score,Salmon_Distance_Category,Salmon_Pressure,Trout_Pressure
10029,0,59.371235,5.216333,Zone 1: Southern (58-60°N),Tuholmane Ø,Sporadic (0-2 years),Mid-Fjord,False,56.2,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10041,4,60.054317,5.090733,Zone 2: Western (60-63°N),Kviksholmen,Occasional (3-5 years),Mid-Fjord,False,75.9,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10045,0,60.08808,5.120633,Zone 2: Western (60-63°N),Eidholmen,Sporadic (0-2 years),Mid-Fjord,False,77.3,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10050,1,59.866566,5.228133,Zone 1: Southern (58-60°N),Ospøy Ø,Sporadic (0-2 years),Mid-Fjord,False,57.3,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10054,3,60.02432,5.30815,Zone 2: Western (60-63°N),Tobbeholmane,Occasional (3-5 years),Mid-Fjord,False,64.9,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10078,0,60.997734,5.0304,Zone 2: Western (60-63°N),Mjånes,Sporadic (0-2 years),Mid-Fjord,False,61.0,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
10080,3,60.53015,5.11575,Zone 2: Western (60-63°N),Laksevika,Occasional (3-5 years),Mid-Fjord,False,70.9,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10086,6,60.723415,5.328583,Zone 2: Western (60-63°N),Rekeviki,Recurrent (6-8 years),Mid-Fjord,False,60.2,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10087,6,61.319366,4.707167,Zone 2: Western (60-63°N),Kalvøya N,Recurrent (6-8 years),Mid-Fjord,False,59.1,Gaula (Sunnfjord),Zone 2,70,2,Moderate (50-100km),Moderate Salmon Pressure,Medium Sea Trout
10090,2,61.370384,5.0185,Zone 2: Western (60-63°N),Trellevika,Sporadic (0-2 years),Mid-Fjord,False,41.9,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
10091,6,61.489735,5.023517,Zone 2: Western (60-63°N),Vågsøya,Recurrent (6-8 years),Mid-Fjord,False,42.6,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
10110,3,59.1474,5.863783,Zone 1: Southern (58-60°N),Djupevik,Occasional (3-5 years),Mid-Fjord,False,52.2,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10113,4,59.12232,5.934433,Zone 1: Southern (58-60°N),Kobbavika,Occasional (3-5 years),Mid-Fjord,False,53.0,Suldalslågen,Zone 2,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10136,4,59.95335,5.669683,Zone 1: Southern (58-60°N),Onarøy,Occasional (3-5 years),Mid-Fjord,False,46.2,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10137,4,60.264084,5.6591,Zone 2: Western (60-63°N),Matland,Occasional (3-5 years),Mid-Fjord,False,55.4,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10147,2,59.741932,5.98095,Zone 1: Southern (58-60°N),Tungesvik,Sporadic (0-2 years),Mid-Fjord,False,17.2,Etneelva,Zone 2,75,2,Very Close to Salmon River (<20km),High Salmon Pressure,Medium Sea Trout
10149,7,59.790916,6.176567,Zone 1: Southern (58-60°N),Rafdal,Recurrent (6-8 years),Mid-Fjord,False,21.7,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10181,5,62.5174,6.15805,Zone 2: Western (60-63°N),Oksebåsen V,Occasional (3-5 years),Mid-Fjord,False,59.1,Norddalselva,Zone 3,60,1,Moderate (50-100km),Moderate Salmon Pressure,Low Sea Trout
10194,3,62.735832,6.74745,Zone 2: Western (60-63°N),Hellaren,Occasional (3-5 years),Mid-Fjord,False,53.9,Norddalselva,Zone 3,60,1,Moderate (50-100km),Moderate Salmon Pressure,Low Sea Trout
10197,4,62.28765,6.990333,Zone 2: Western (60-63°N),Opshaugvik,Occasional (3-5 years),Mid-Fjord,False,11.0,Norddalselva,Zone 3,60,1,Very Close to Salmon River (<20km),Moderate Salmon Pressure,Low Sea Trout
10206,2,63.0693,7.60185,Zone 3: Mid (63-66°N),Kleven,Sporadic (0-2 years),Mid-Fjord,False,58.8,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10212,4,63.077667,7.90345,Zone 3: Mid (63-66°N),Bogen,Occasional (3-5 years),Mid-Fjord,False,45.0,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10213,3,62.9424,8.0756,Zone 2: Western (60-63°N),Naustneset,Occasional (3-5 years),Coastal/Outer,False,32.1,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10216,3,63.076733,8.19315,Zone 3: Mid (63-66°N),Skåren,Occasional (3-5 years),Mid-Fjord,False,32.4,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10223,5,63.39795,8.214317,Zone 3: Mid (63-66°N),Bremnessvaet,Occasional (3-5 years),Mid-Fjord,False,60.7,Surna,Zone 3,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10224,6,63.14268,8.225383,Zone 3: Mid (63-66°N),Korsneset,Recurrent (6-8 years),Mid-Fjord,False,36.2,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10229,3,63.144585,8.459567,Zone 3: Mid (63-66°N),Fætten,Occasional (3-5 years),Mid-Fjord,False,29.9,Surna,Zone 3,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10232,6,63.8473,8.53675,Zone 3: Mid (63-66°N),Mannbruholmen,Recurrent (6-8 years),Mid-Fjord,False,87.5,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10240,3,63.651974,8.88687,Zone 3: Mid (63-66°N),Ilsøya Ø,Occasional (3-5 years),Mid-Fjord,False,60.1,Orkla,Zone 3,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10256,0,64.81715,10.7425,Zone 3: Mid (63-66°N),Bondøya,Sporadic (0-2 years),Mid-Fjord,False,50.6,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10262,0,65.01145,11.6139,Zone 3: Mid (63-66°N),Lille Kvitholmen,Sporadic (0-2 years),Mid-Fjord,False,57.3,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10264,0,64.9774,11.728117,Zone 3: Mid (63-66°N),Digermulen,Sporadic (0-2 years),Mid-Fjord,False,54.3,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10275,2,70.14145,22.3542,Zone 5: Arctic (69-71°N),Auskarnes Ø,Sporadic (0-2 years),Mid-Fjord,False,42.0,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10276,2,70.077034,22.666183,Zone 5: Arctic (69-71°N),Sommarbukt,Sporadic (0-2 years),Mid-Fjord,False,28.4,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10281,6,70.32066,22.89715,Zone 5: Arctic (69-71°N),Store Kvalfjord,Recurrent (6-8 years),Mid-Fjord,False,48.3,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10291,4,59.72663,5.145617,Zone 1: Southern (58-60°N),Hiskholmen,Occasional (3-5 years),Mid-Fjord,False,55.6,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10292,3,59.714535,5.15405,Zone 1: Southern (58-60°N),Lyklingholmen N,Occasional (3-5 years),Mid-Fjord,False,54.8,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10298,3,59.8665,5.244133,Zone 1: Southern (58-60°N),Ålforo,Occasional (3-5 years),Mid-Fjord,False,56.6,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10300,6,59.6084,5.311917,Zone 1: Southern (58-60°N),Hillersvik,Recurrent (6-8 years),Mid-Fjord,False,44.5,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10303,4,59.743034,5.363783,Zone 1: Southern (58-60°N),Nappeholmane,Occasional (3-5 years),Mid-Fjord,False,44.4,Etneelva,Zone 2,75,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10309,2,60.468468,4.965967,Zone 2: Western (60-63°N),Syrtangen,Sporadic (0-2 years),Mid-Fjord,False,80.1,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10311,8,61.201717,5.170933,Zone 2: Western (60-63°N),Storlia,Recurrent (6-8 years),Mid-Fjord,False,40.3,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
10317,0,61.31663,4.979333,Zone 2: Western (60-63°N),Garvik,Sporadic (0-2 years),Mid-Fjord,False,44.9,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
10318,6,61.75802,5.069883,Zone 2: Western (60-63°N),Gulestø,Recurrent (6-8 years),Mid-Fjord,False,52.6,Jølstra,Zone 2,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
10319,2,61.584034,5.133633,Zone 2: Western (60-63°N),Ålvora,Sporadic (0-2 years),Mid-Fjord,False,41.0,Gaula (Sunnfjord),Zone 2,70,2,Close to Salmon River (20-50km),Moderate Salmon Pressure,Medium Sea Trout
10324,4,60.223083,5.641167,Zone 2: Western (60-63°N),Gjerdeviksflua,Occasional (3-5 years),Mid-Fjord,False,59.3,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10328,3,60.141033,5.906933,Zone 2: Western (60-63°N),Sagvik,Occasional (3-5 years),Mid-Fjord,False,57.9,Vosso,Zone 2,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10331,6,60.112434,6.042483,Zone 2: Western (60-63°N),Åkre,Recurrent (6-8 years),Mid-Fjord,False,57.2,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10332,4,60.08243,6.080067,Zone 2: Western (60-63°N),Trommo,Occasional (3-5 years),Mid-Fjord,False,53.8,Etneelva,Zone 2,75,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10338,2,60.4075,6.356717,Zone 2: Western (60-63°N),Djupevik,Sporadic (0-2 years),Mid-Fjord,False,21.6,Vosso,Zone 2,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10375,5,63.589466,9.409383,Zone 3: Mid (63-66°N),Nord Leksa,Occasional (3-5 years),Mid-Fjord,False,37.7,Orkla,Zone 3,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10398,5,64.09225,10.115983,Zone 3: Mid (63-66°N),Seiskjæra,Occasional (3-5 years),Mid-Fjord,False,75.3,Verdalselva,Zone 3,85,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10409,3,64.64391,11.388517,Zone 3: Mid (63-66°N),Kjelneset,Occasional (3-5 years),Mid-Fjord,False,16.9,Namsen,Zone 4,100,3,Very Close to Salmon River (<20km),Very High Salmon Pressure,High Sea Trout
10410,5,64.77393,11.44087,Zone 3: Mid (63-66°N),Hindholmen,Occasional (3-5 years),Mid-Fjord,False,30.7,Namsen,Zone 4,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10417,0,64.9591,11.6157,Zone 3: Mid (63-66°N),Storbukta,Sporadic (0-2 years),Mid-Fjord,False,51.5,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10421,0,64.92893,11.912917,Zone 3: Mid (63-66°N),Storvikbukta,Sporadic (0-2 years),Mid-Fjord,False,51.7,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10425,1,65.12658,12.071983,Zone 3: Mid (63-66°N),Heggvika,Sporadic (0-2 years),Mid-Fjord,False,75.0,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10447,3,65.85145,12.2872,Zone 3: Mid (63-66°N),Mefaldskjæret,Occasional (3-5 years),Mid-Fjord,False,42.1,Vefsna,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10504,2,68.77659,14.613858,Zone 4: Northern (66-69°N),Vedvika,Sporadic (0-2 years),Inner Fjord,False,158.2,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
10505,2,68.58348,14.706217,Zone 4: Northern (66-69°N),Dragnes,Sporadic (0-2 years),Inner Fjord,False,160.1,Målselva,Zone 4,95,3,Far from Salmon River (>100km),Very High Salmon Pressure,High Sea Trout
10513,1,67.45849,15.511583,Zone 4: Northern (66-69°N),Nedre Kvarv,Sporadic (0-2 years),Inner Fjord,False,40.3,Saltdalselva,Zone 4,85,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10518,0,68.02078,15.302383,Zone 4: Northern (66-69°N),Horsvågen,Sporadic (0-2 years),Inner Fjord,False,102.8,Saltdalselva,Zone 4,85,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
10536,5,69.03105,16.481916,Zone 5: Arctic (69-71°N),Høgholmen,Occasional (3-5 years),Inner Fjord,False,80.8,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10544,2,69.18692,17.013733,Zone 5: Arctic (69-71°N),Flakstadvåg,Sporadic (0-2 years),Inner Fjord,False,62.8,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10545,1,69.335266,17.076218,Zone 5: Arctic (69-71°N),Sylsnes,Sporadic (0-2 years),Inner Fjord,False,67.8,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10550,3,68.72922,17.307068,Zone 4: Northern (66-69°N),Skardbergvika,Occasional (3-5 years),Inner Fjord,False,56.7,Målselva,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10552,1,68.89622,17.487316,Zone 4: Northern (66-69°N),Storvika III,Sporadic (0-2 years),Inner Fjord,False,42.2,Målselva,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10570,1,69.79892,20.641933,Zone 5: Arctic (69-71°N),Uløy,Sporadic (0-2 years),Mid-Fjord,False,61.3,Reisa,Zone 4,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10582,0,58.21977,6.685633,Zone 1: Southern (58-60°N),Tarmevikodden,Sporadic (0-2 years),Mid-Fjord,False,78.5,Otra,Zone 1,85,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10611,3,70.24958,21.706633,Zone 5: Arctic (69-71°N),Marøya,Occasional (3-5 years),Mid-Fjord,False,68.9,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10614,4,70.263466,23.3193,Zone 5: Arctic (69-71°N),Kråkevik,Occasional (3-5 years),Mid-Fjord,False,40.8,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10616,5,70.57315,23.397882,Zone 5: Arctic (69-71°N),Vinnalandet,Occasional (3-5 years),Mid-Fjord,False,75.5,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10635,5,70.5734,24.074734,Zone 5: Arctic (69-71°N),Toknebuktneset,Occasional (3-5 years),Mid-Fjord,False,61.4,Børselva,Zone 5,75,1,Moderate (50-100km),High Salmon Pressure,Low Sea Trout
10652,1,70.7514,25.636984,Zone 5: Arctic (69-71°N),Vedbotn,Sporadic (0-2 years),Mid-Fjord,False,50.6,Børselva,Zone 5,75,1,Moderate (50-100km),High Salmon Pressure,Low Sea Trout
10660,1,70.88875,24.941366,Zone 5: Arctic (69-71°N),Skinnstakkvika,Sporadic (0-2 years),Mid-Fjord,False,68.9,Børselva,Zone 5,75,1,Moderate (50-100km),High Salmon Pressure,Low Sea Trout
10724,1,69.81612,20.717817,Zone 5: Arctic (69-71°N),Klokkstein,Sporadic (0-2 years),Mid-Fjord,False,61.9,Reisa,Zone 4,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10726,2,69.860085,20.713966,Zone 5: Arctic (69-71°N),Uløybukt,Sporadic (0-2 years),Mid-Fjord,False,66.5,Reisa,Zone 4,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10734,0,69.57835,20.510433,Zone 5: Arctic (69-71°N),Gourtesjouka,Sporadic (0-2 years),Mid-Fjord,False,43.8,Reisa,Zone 4,80,2,Close to Salmon River (20-50km),High Salmon Pressure,Medium Sea Trout
10735,0,69.66185,20.329067,Zone 5: Arctic (69-71°N),Storbukta,Sporadic (0-2 years),Mid-Fjord,False,55.4,Reisa,Zone 4,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10747,2,69.95137,19.587868,Zone 5: Arctic (69-71°N),Futnes,Sporadic (0-2 years),Mid-Fjord,False,98.5,Reisa,Zone 4,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10753,0,69.8813,19.434532,Zone 5: Arctic (69-71°N),Strandmo,Sporadic (0-2 years),Mid-Fjord,False,97.4,Reisa,Zone 4,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10754,0,69.833015,19.361467,Zone 5: Arctic (69-71°N),Glimbukta,Sporadic (0-2 years),Mid-Fjord,False,96.1,Reisa,Zone 4,80,2,Moderate (50-100km),High Salmon Pressure,Medium Sea Trout
10757,3,70.0722,19.341066,Zone 5: Arctic (69-71°N),Dåvøya,Occasional (3-5 years),Mid-Fjord,False,114.8,Reisa,Zone 4,80,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
10759,2,70.06638,19.305317,Zone 5: Arctic (69-71°N),Karanes,Sporadic (0-2 years),Mid-Fjord,False,115.3,Reisa,Zone 4,80,2,Far from Salmon River (>100km),High Salmon Pressure,Medium Sea Trout
10789,3,70.28717,23.466833,Zone 5: Arctic (69-71°N),Store Lerresfjord,Occasional (3-5 years),Mid-Fjord,False,44.4,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10790,4,70.38598,23.472271,Zone 5: Arctic (69-71°N),Olderfjord,Occasional (3-5 years),Mid-Fjord,False,55.2,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10791,4,70.2831,23.400017,Zone 5: Arctic (69-71°N),Nordnes,Occasional (3-5 years),Mid-Fjord,False,43.4,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10794,3,70.12487,23.223034,Zone 5: Arctic (69-71°N),Mortensnes,Occasional (3-5 years),Mid-Fjord,False,25.1,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10795,2,70.2122,22.2785,Zone 5: Arctic (69-71°N),Olaneset,Sporadic (0-2 years),Mid-Fjord,False,49.4,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10796,1,70.19289,21.81905,Zone 5: Arctic (69-71°N),Hundbergan,Sporadic (0-2 years),Mid-Fjord,False,61.9,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10798,0,70.0186,22.018316,Zone 5: Arctic (69-71°N),Svartberget,Sporadic (0-2 years),Mid-Fjord,False,47.1,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10803,2,69.90455,21.876833,Zone 5: Arctic (69-71°N),Fjellbukt,Sporadic (0-2 years),Mid-Fjord,False,50.8,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10804,0,69.85198,21.828983,Zone 5: Arctic (69-71°N),Karvika,Sporadic (0-2 years),Mid-Fjord,False,52.9,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10806,2,69.88507,21.729982,Zone 5: Arctic (69-71°N),Rakkenes,Sporadic (0-2 years),Mid-Fjord,False,56.4,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10808,2,69.9116,21.597166,Zone 5: Arctic (69-71°N),Hjellberget,Sporadic (0-2 years),Mid-Fjord,False,61.5,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10811,0,70.1337,23.330383,Zone 5: Arctic (69-71°N),Elva I Årøysundet,Sporadic (0-2 years),Mid-Fjord,False,26.5,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10814,5,70.24095,23.28445,Zone 5: Arctic (69-71°N),MårsanYesrga,Occasional (3-5 years),Mid-Fjord,False,38.2,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10819,1,70.091,22.755167,Zone 5: Arctic (69-71°N),Eidsnes,Sporadic (0-2 years),Mid-Fjord,False,27.3,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10821,2,70.09161,22.708982,Zone 5: Arctic (69-71°N),Tuvan,Sporadic (0-2 years),Mid-Fjord,False,28.4,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10822,3,70.08587,22.6618,Zone 5: Arctic (69-71°N),Rivarbukt,Occasional (3-5 years),Mid-Fjord,False,29.2,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10825,1,70.1517,22.312668,Zone 5: Arctic (69-71°N),Steinviknes,Sporadic (0-2 years),Mid-Fjord,False,44.0,Altaelva,Zone 5,100,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10828,3,70.53805,23.558533,Zone 5: Arctic (69-71°N),Kleppenes N,Occasional (3-5 years),Mid-Fjord,False,72.5,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10837,1,70.666435,23.164333,Zone 5: Arctic (69-71°N),Kuvika,Sporadic (0-2 years),Mid-Fjord,False,85.5,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10838,2,70.62572,23.104816,Zone 5: Arctic (69-71°N),Slettnesfjord,Sporadic (0-2 years),Mid-Fjord,False,81.0,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10839,2,70.35332,23.079117,Zone 5: Arctic (69-71°N),Store Kufjord,Sporadic (0-2 years),Mid-Fjord,False,50.8,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10840,5,70.34652,22.974916,Zone 5: Arctic (69-71°N),Lille Kufjord,Occasional (3-5 years),Mid-Fjord,False,50.5,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10841,0,70.34088,22.804867,Zone 5: Arctic (69-71°N),Pollen,Sporadic (0-2 years),Mid-Fjord,False,51.4,Altaelva,Zone 5,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10858,1,65.10865,12.442233,Zone 3: Mid (63-66°N),Mulingen,Sporadic (0-2 years),Mid-Fjord,False,81.3,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10862,1,65.11767,12.321467,Zone 3: Mid (63-66°N),Båsen,Sporadic (0-2 years),Mid-Fjord,False,79.2,Namsen,Zone 4,100,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10875,0,65.7337,12.5357,Zone 3: Mid (63-66°N),Storurdvika,Sporadic (0-2 years),Mid-Fjord,False,31.3,Vefsna,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10876,5,65.4468,12.560367,Zone 3: Mid (63-66°N),Istervika,Occasional (3-5 years),Mid-Fjord,False,49.2,Vefsna,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10877,1,65.45723,12.549733,Zone 3: Mid (63-66°N),Mortenøy,Sporadic (0-2 years),Mid-Fjord,False,48.6,Vefsna,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10880,2,65.723236,12.475317,Zone 3: Mid (63-66°N),Forvik,Sporadic (0-2 years),Mid-Fjord,False,34.3,Vefsna,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10885,2,65.31274,12.4022,Zone 3: Mid (63-66°N),Jektvika II,Sporadic (0-2 years),Mid-Fjord,False,65.6,Vefsna,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10893,4,66.502815,12.070967,Zone 4: Northern (66-69°N),Rensøya N,Occasional (3-5 years),Inner Fjord,False,89.1,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
10898,10,65.47093,12.1338,Zone 3: Mid (63-66°N),Lamholmen,Persistent (9-10 years),Mid-Fjord,True,61.3,Vefsna,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10961,2,65.80648,12.619767,Zone 3: Mid (63-66°N),Skonseng,Sporadic (0-2 years),Mid-Fjord,False,26.6,Vefsna,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10968,2,66.35845,12.485017,Zone 4: Northern (66-69°N),Vardskjær Ø,Sporadic (0-2 years),Inner Fjord,False,68.2,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
10974,5,66.40135,12.420717,Zone 4: Northern (66-69°N),Store Bukkøy N,Occasional (3-5 years),Inner Fjord,False,71.6,Ranfjorden rivers,Zone 4,80,3,Moderate (50-100km),High Salmon Pressure,High Sea Trout
10989,5,66.01273,12.351417,Zone 4: Northern (66-69°N),Labukta V,Occasional (3-5 years),Inner Fjord,False,45.4,Vefsna,Zone 4,95,3,Close to Salmon River (20-50km),Very High Salmon Pressure,High Sea Trout
10990,1,66.22988,12.317533,Zone 4: Northern (66-69°N),Lille Åsvær,Sporadic (0-2 years),Inner Fjord,False,62.5,Vefsna,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
10996,2,66.23212,12.280317,Zone 4: Northern (66-69°N),Ramnøya S,Sporadic (0-2 years),Inner Fjord,False,63.7,Vefsna,Zone 4,95,3,Moderate (50-100km),Very High Salmon Pressure,High Sea Trout
