Locality_Number,Outbreak_Years,Latitude,Longitude,Zone,Locality_Name,Recurrence_Level,Fjord_Position,Is_Persistent,Distance_to_Port_km,Nearest_Port,Port_Size,Port_Traffic,Distance_to_Lane_km,Nearest_Lane,Lane_Traffic,Vessel_Score,Port_Distance_Category,Lane_Distance_Category,Vessel_Traffic_Level
10841,0,70.34088,22.804867,Zone 5: Arctic (69-71°N),Pollen,Sporadic (0-2 years),Mid-Fjord,False,52.1,Hammerfest,medium,45,58.9,Tromsø-Hammerfest,60,1.8,Moderate (50-100km),Moderate (30-60km),Minimal Vessel Traffic
10858,1,65.10865,12.442233,Zone 3: Mid (63-66°N),Mulingen,Sporadic (0-2 years),Mid-Fjord,False,45.1,Brønnøysund,small,30,27.0,Trondheim-Bodø,80,2.9,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
10862,1,65.11767,12.321467,Zone 3: Mid (63-66°N),Båsen,Sporadic (0-2 years),Mid-Fjord,False,43.0,Brønnøysund,small,30,26.2,Trondheim-Bodø,80,3.0,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
10875,0,65.7337,12.5357,Zone 3: Mid (63-66°N),Storurdvika,Sporadic (0-2 years),Mid-Fjord,False,29.8,Sandnessjøen,small,25,43.2,Trondheim-Bodø,80,2.8,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
10876,5,65.4468,12.560367,Zone 3: Mid (63-66°N),Istervika,Occasional (3-5 years),Mid-Fjord,False,17.7,Brønnøysund,small,30,13.1,Trondheim-Bodø,80,6.2,Very Close to Port (<20km),Near Lane (10-30km),Medium Vessel Traffic
10877,1,65.45723,12.549733,Zone 3: Mid (63-66°N),Mortenøy,Sporadic (0-2 years),Mid-Fjord,False,16.9,Brønnøysund,small,30,13.8,Trondheim-Bodø,80,6.2,Very Close to Port (<20km),Near Lane (10-30km),Medium Vessel Traffic
10880,2,65.723236,12.475317,Zone 3: Mid (63-66°N),Forvik,Sporadic (0-2 years),Mid-Fjord,False,27.9,Brønnøysund,small,30,41.8,Trondheim-Bodø,80,2.9,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
10885,2,65.31274,12.4022,Zone 3: Mid (63-66°N),Jektvika II,Sporadic (0-2 years),Mid-Fjord,False,22.9,Brønnøysund,small,30,4.2,Trondheim-Bodø,80,11.7,Close to Port (20-50km),On Shipping Lane (<10km),High Vessel Traffic
10893,4,66.502815,12.070967,Zone 4: Northern (66-69°N),Rensøya N,Occasional (3-5 years),Inner Fjord,False,60.9,Sandnessjøen,small,25,129.4,Trondheim-Bodø,80,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
10898,10,65.47093,12.1338,Zone 3: Mid (63-66°N),Lamholmen,Persistent (9-10 years),Mid-Fjord,True,4.5,Brønnøysund,small,30,18.3,Trondheim-Bodø,80,11.7,Very Close to Port (<20km),Near Lane (10-30km),High Vessel Traffic
10961,2,65.80648,12.619767,Zone 3: Mid (63-66°N),Skonseng,Sporadic (0-2 years),Mid-Fjord,False,21.6,Sandnessjøen,small,25,51.9,Trondheim-Bodø,80,3.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
10968,2,66.35845,12.485017,Zone 4: Northern (66-69°N),Vardskjær Ø,Sporadic (0-2 years),Inner Fjord,False,40.3,Sandnessjøen,small,25,112.5,Trondheim-Bodø,80,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
10974,5,66.40135,12.420717,Zone 4: Northern (66-69°N),Store Bukkøy N,Occasional (3-5 years),Inner Fjord,False,45.5,Sandnessjøen,small,25,117.2,Trondheim-Bodø,80,1.5,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
10989,5,66.01273,12.351417,Zone 4: Northern (66-69°N),Labukta V,Occasional (3-5 years),Inner Fjord,False,11.4,Sandnessjøen,small,25,73.9,Trondheim-Bodø,80,4.7,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
10990,1,66.22988,12.317533,Zone 4: Northern (66-69°N),Lille Åsvær,Sporadic (0-2 years),Inner Fjord,False,28.6,Sandnessjøen,small,25,98.2,Trondheim-Bodø,80,2.2,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
10996,2,66.23212,12.280317,Zone 4: Northern (66-69°N),Ramnøya S,Sporadic (0-2 years),Inner Fjord,False,29.6,Sandnessjøen,small,25,98.5,Trondheim-Bodø,80,2.1,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11015,3,65.90735,12.220967,Zone 3: Mid (63-66°N),Brattholmen,Occasional (3-5 years),Mid-Fjord,False,20.1,Sandnessjøen,small,25,62.7,Trondheim-Bodø,80,3.2,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11041,7,66.07035,12.065617,Zone 4: Northern (66-69°N),Nord-Gåsvær,Recurrent (6-8 years),Inner Fjord,False,25.5,Sandnessjøen,small,25,81.8,Trondheim-Bodø,80,2.5,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11072,3,66.69935,13.624117,Zone 4: Northern (66-69°N),Rendalsvik,Occasional (3-5 years),Inner Fjord,False,49.3,Mo i Rana,small,30,160.4,Trondheim-Bodø,80,1.3,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11074,1,66.66908,13.391633,Zone 4: Northern (66-69°N),Kvalvika,Sporadic (0-2 years),Inner Fjord,False,51.9,Mo i Rana,small,30,153.8,Trondheim-Bodø,80,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11076,2,66.67648,13.316867,Zone 4: Northern (66-69°N),Digermulen,Sporadic (0-2 years),Inner Fjord,False,54.6,Mo i Rana,small,30,153.6,Trondheim-Bodø,80,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11087,4,66.64097,12.994583,Zone 4: Northern (66-69°N),Bukkøya Ø,Occasional (3-5 years),Inner Fjord,False,62.2,Mo i Rana,small,30,146.5,Trondheim-Bodø,80,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11088,2,66.584,13.003933,Zone 4: Northern (66-69°N),Ørnstolen,Sporadic (0-2 years),Inner Fjord,False,58.3,Mo i Rana,small,30,140.3,Trondheim-Bodø,80,1.2,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11112,3,67.107864,14.268983,Zone 4: Northern (66-69°N),Kjerkvika,Occasional (3-5 years),Inner Fjord,False,22.2,Bodø,major,80,181.5,Bodø-Tromsø,75,2.4,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11116,4,67.05762,14.025033,Zone 4: Northern (66-69°N),Langholmen,Occasional (3-5 years),Inner Fjord,False,31.5,Bodø,major,80,192.1,Bodø-Tromsø,75,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11119,0,67.14978,13.991,Zone 4: Northern (66-69°N),Arnøysundet,Sporadic (0-2 years),Inner Fjord,False,24.4,Bodø,major,80,184.6,Bodø-Tromsø,75,2.2,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11122,3,67.073,13.947583,Zone 4: Northern (66-69°N),Røssøya N,Occasional (3-5 years),Inner Fjord,False,32.0,Bodø,major,80,192.6,Bodø-Tromsø,75,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11129,5,67.083916,13.85685,Zone 4: Northern (66-69°N),Nordfugløy,Occasional (3-5 years),Inner Fjord,False,33.7,Bodø,major,80,194.0,Bodø-Tromsø,75,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11137,1,66.807884,13.56575,Zone 4: Northern (66-69°N),Vassdalsvik,Sporadic (0-2 years),Inner Fjord,False,61.4,Mo i Rana,small,30,170.9,Trondheim-Bodø,80,1.1,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11138,4,66.7146,13.561517,Zone 4: Northern (66-69°N),Skålsvika,Occasional (3-5 years),Inner Fjord,False,52.1,Mo i Rana,small,30,161.0,Trondheim-Bodø,80,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11144,5,66.76923,13.170633,Zone 4: Northern (66-69°N),Svinvær,Occasional (3-5 years),Inner Fjord,False,66.7,Mo i Rana,small,30,162.1,Trondheim-Bodø,80,1.0,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11162,0,68.43512,14.848083,Zone 4: Northern (66-69°N),Bullatholmen,Sporadic (0-2 years),Inner Fjord,False,19.4,Stokmarknes,small,30,76.0,Bodø-Tromsø,75,3.1,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
11168,3,68.270386,14.769483,Zone 4: Northern (66-69°N),Oddværsætra,Occasional (3-5 years),Inner Fjord,False,10.5,Svolvær,medium,45,82.0,Bodø-Tromsø,75,5.0,Very Close to Port (<20km),Far from Lane (>60km),Medium Vessel Traffic
11179,4,68.20737,14.446867,Zone 4: Northern (66-69°N),Alterosen,Occasional (3-5 years),Inner Fjord,False,6.4,Svolvær,medium,45,96.7,Bodø-Tromsø,75,7.3,Very Close to Port (<20km),Far from Lane (>60km),Medium Vessel Traffic
11193,1,68.11055,13.74305,Zone 4: Northern (66-69°N),Gamskjæran,Sporadic (0-2 years),Inner Fjord,False,37.0,Svolvær,medium,45,127.9,Bodø-Tromsø,75,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11198,3,68.09026,13.735617,Zone 4: Northern (66-69°N),Geiterøya I,Occasional (3-5 years),Inner Fjord,False,38.0,Svolvær,medium,45,128.9,Bodø-Tromsø,75,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11201,5,68.088165,13.68965,Zone 4: Northern (66-69°N),Kolvikodden Ø,Occasional (3-5 years),Inner Fjord,False,39.8,Svolvær,medium,45,130.8,Bodø-Tromsø,75,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11205,7,68.092636,13.634483,Zone 4: Northern (66-69°N),Oterholmen I,Recurrent (6-8 years),Inner Fjord,False,41.9,Svolvær,medium,45,132.8,Bodø-Tromsø,75,1.5,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11225,4,68.91838,14.981183,Zone 4: Northern (66-69°N),Juvågen,Occasional (3-5 years),Inner Fjord,False,29.6,Sortland,small,25,87.1,Bodø-Tromsø,75,2.2,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11238,6,68.80405,14.8663,Zone 4: Northern (66-69°N),Langøyhovden,Recurrent (6-8 years),Inner Fjord,False,23.4,Stokmarknes,small,30,84.4,Bodø-Tromsø,75,2.6,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11241,1,68.57475,14.850883,Zone 4: Northern (66-69°N),Bergvikodden,Sporadic (0-2 years),Inner Fjord,False,6.7,Stokmarknes,small,30,76.9,Bodø-Tromsø,75,7.1,Very Close to Port (<20km),Far from Lane (>60km),Medium Vessel Traffic
11248,3,68.81738,14.7101,Zone 4: Northern (66-69°N),Bonhammaren,Occasional (3-5 years),Inner Fjord,False,26.9,Stokmarknes,small,30,90.7,Bodø-Tromsø,75,2.3,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11251,4,68.78958,14.627,Zone 4: Northern (66-69°N),Hysjorda,Occasional (3-5 years),Inner Fjord,False,26.0,Stokmarknes,small,30,92.5,Bodø-Tromsø,75,2.4,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11252,2,68.78075,14.593733,Zone 4: Northern (66-69°N),Vindhammeren,Sporadic (0-2 years),Inner Fjord,False,26.0,Stokmarknes,small,30,93.3,Bodø-Tromsø,75,2.4,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11269,0,67.53132,15.443567,Zone 4: Northern (66-69°N),Jektvika I,Sporadic (0-2 years),Inner Fjord,False,51.6,Bodø,major,80,115.2,Bodø-Tromsø,75,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11272,0,67.13742,15.405083,Zone 4: Northern (66-69°N),Øksengård,Sporadic (0-2 years),Inner Fjord,False,47.1,Bodø,major,80,156.3,Bodø-Tromsø,75,1.4,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11273,0,67.243034,15.398867,Zone 4: Northern (66-69°N),Skysselvika V,Sporadic (0-2 years),Inner Fjord,False,43.5,Bodø,major,80,145.3,Bodø-Tromsø,75,1.5,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11274,0,67.533035,15.386383,Zone 4: Northern (66-69°N),Bjørnsvik,Sporadic (0-2 years),Inner Fjord,False,49.6,Bodø,major,80,116.1,Bodø-Tromsø,75,1.4,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11290,2,68.19825,16.134117,Zone 4: Northern (66-69°N),Stormneset,Sporadic (0-2 years),Inner Fjord,False,63.5,Sortland,small,25,36.5,Bodø-Tromsø,75,2.1,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
11298,3,68.42792,15.86515,Zone 4: Northern (66-69°N),Storøya Nø,Occasional (3-5 years),Inner Fjord,False,35.8,Sortland,small,25,34.3,Bodø-Tromsø,75,2.8,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11303,3,67.962,15.8058,Zone 4: Northern (66-69°N),Veggfjell,Occasional (3-5 years),Inner Fjord,False,56.8,Svolvær,medium,45,65.9,Bodø-Tromsø,75,1.6,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11312,3,67.93948,15.503168,Zone 4: Northern (66-69°N),Svartfjell,Occasional (3-5 years),Inner Fjord,False,47.6,Svolvær,medium,45,75.5,Bodø-Tromsø,75,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11315,4,67.72638,15.37989,Zone 4: Northern (66-69°N),Vinkfjorden,Occasional (3-5 years),Inner Fjord,False,62.1,Svolvær,medium,45,97.7,Bodø-Tromsø,75,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11318,4,68.37497,15.317333,Zone 4: Northern (66-69°N),Hallvardøy,Occasional (3-5 years),Inner Fjord,False,28.3,Stokmarknes,small,30,57.4,Bodø-Tromsø,75,2.6,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11320,4,67.97493,15.310767,Zone 4: Northern (66-69°N),Oksøy,Occasional (3-5 years),Inner Fjord,False,38.8,Svolvær,medium,45,78.2,Bodø-Tromsø,75,1.9,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11326,3,69.017,17.45725,Zone 5: Arctic (69-71°N),Skøyen,Occasional (3-5 years),Inner Fjord,False,45.4,Harstad,medium,50,70.3,Bodø-Tromsø,75,1.8,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11330,3,68.72655,17.343483,Zone 4: Northern (66-69°N),Åmundsvika,Occasional (3-5 years),Inner Fjord,False,35.1,Harstad,medium,50,40.5,Bodø-Tromsø,75,2.6,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11332,4,68.78055,17.282284,Zone 4: Northern (66-69°N),Myrlandshaug,Occasional (3-5 years),Inner Fjord,False,31.7,Harstad,medium,50,43.8,Bodø-Tromsø,75,2.6,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11334,3,68.732086,17.226,Zone 4: Northern (66-69°N),Skjærvika,Occasional (3-5 years),Inner Fjord,False,30.3,Harstad,medium,50,38.1,Bodø-Tromsø,75,2.9,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11338,2,68.71948,17.138817,Zone 4: Northern (66-69°N),Ytre Stræte,Sporadic (0-2 years),Inner Fjord,False,27.4,Harstad,medium,50,35.0,Bodø-Tromsø,75,3.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11339,3,68.92402,17.149817,Zone 4: Northern (66-69°N),Ånderkleiva,Occasional (3-5 years),Inner Fjord,False,29.6,Harstad,medium,50,55.9,Bodø-Tromsø,75,2.5,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11340,9,68.892365,17.110233,Zone 4: Northern (66-69°N),Bjørnstein,Persistent (9-10 years),Inner Fjord,True,26.7,Harstad,medium,50,52.1,Bodø-Tromsø,75,2.7,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11350,2,69.25753,17.0887,Zone 5: Arctic (69-71°N),Lavika,Sporadic (0-2 years),Inner Fjord,False,56.2,Harstad,medium,50,91.4,Bodø-Tromsø,75,1.4,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11351,3,68.71678,17.022867,Zone 4: Northern (66-69°N),Trollvika,Occasional (3-5 years),Inner Fjord,False,23.1,Harstad,medium,50,32.5,Bodø-Tromsø,75,3.6,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11353,1,69.32917,17.060183,Zone 5: Arctic (69-71°N),Finnstein,Sporadic (0-2 years),Inner Fjord,False,63.1,Harstad,medium,50,99.1,Bodø-Tromsø,75,1.3,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11355,1,69.24668,17.025682,Zone 5: Arctic (69-71°N),Flesen,Sporadic (0-2 years),Inner Fjord,False,54.1,Harstad,medium,50,89.8,Bodø-Tromsø,75,1.5,Moderate (50-100km),Far from Lane (>60km),Minimal Vessel Traffic
11357,4,69.14665,17.010267,Zone 5: Arctic (69-71°N),Skarvberget,Occasional (3-5 years),Inner Fjord,False,43.7,Harstad,medium,50,78.7,Bodø-Tromsø,75,1.7,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11363,5,68.7276,16.910467,Zone 4: Northern (66-69°N),Enkeltstein,Occasional (3-5 years),Inner Fjord,False,18.5,Harstad,medium,50,32.1,Bodø-Tromsø,75,4.1,Very Close to Port (<20km),Moderate (30-60km),Low Vessel Traffic
11364,3,69.1959,16.91595,Zone 5: Arctic (69-71°N),Årberg,Occasional (3-5 years),Inner Fjord,False,47.2,Harstad,medium,50,83.7,Bodø-Tromsø,75,1.6,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11365,4,69.050316,16.887266,Zone 5: Arctic (69-71°N),Gjervika,Occasional (3-5 years),Inner Fjord,False,32.0,Harstad,medium,50,67.4,Bodø-Tromsø,75,2.2,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11378,4,68.98167,16.534666,Zone 4: Northern (66-69°N),Øvergården,Occasional (3-5 years),Inner Fjord,False,20.3,Harstad,medium,50,59.7,Bodø-Tromsø,75,3.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11381,3,68.96087,16.530416,Zone 4: Northern (66-69°N),Dypingen,Occasional (3-5 years),Inner Fjord,False,18.0,Harstad,medium,50,57.4,Bodø-Tromsø,75,3.5,Very Close to Port (<20km),Moderate (30-60km),Low Vessel Traffic
11385,3,68.98158,16.48835,Zone 4: Northern (66-69°N),Vestnes,Occasional (3-5 years),Inner Fjord,False,20.3,Harstad,medium,50,59.9,Bodø-Tromsø,75,3.2,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11399,1,68.6565,15.90035,Zone 4: Northern (66-69°N),Bogelva,Sporadic (0-2 years),Inner Fjord,False,20.9,Sortland,small,25,40.0,Bodø-Tromsø,75,3.5,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11405,1,68.630714,15.483317,Zone 4: Northern (66-69°N),Innerbrokløysa,Sporadic (0-2 years),Inner Fjord,False,8.4,Sortland,small,25,53.6,Bodø-Tromsø,75,6.2,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
11410,1,68.611664,15.381083,Zone 4: Northern (66-69°N),Litleøya,Sporadic (0-2 years),Inner Fjord,False,9.9,Sortland,small,25,56.8,Bodø-Tromsø,75,5.5,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
11413,2,68.88583,15.314567,Zone 4: Northern (66-69°N),Sandan Sø,Sporadic (0-2 years),Inner Fjord,False,21.0,Sortland,small,25,74.4,Bodø-Tromsø,75,2.9,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11414,2,68.86898,15.30105,Zone 4: Northern (66-69°N),Toften,Sporadic (0-2 years),Inner Fjord,False,19.3,Sortland,small,25,73.6,Bodø-Tromsø,75,3.1,Very Close to Port (<20km),Far from Lane (>60km),Low Vessel Traffic
11433,2,69.500565,17.919018,Zone 5: Arctic (69-71°N),Finnvika Sør,Sporadic (0-2 years),Inner Fjord,False,43.6,Tromsø,major,85,126.9,Bodø-Tromsø,75,1.5,Close to Port (20-50km),Far from Lane (>60km),Minimal Vessel Traffic
11435,0,59.429016,5.096417,Zone 1: Southern (58-60°N),Bryggelandsholmane,Sporadic (0-2 years),Mid-Fjord,False,12.0,Haugesund,medium,65,33.6,Stavanger-Bergen,100,5.3,Very Close to Port (<20km),Moderate (30-60km),Medium Vessel Traffic
11438,2,59.179733,5.472633,Zone 1: Southern (58-60°N),Lauplandsholmen,Sporadic (0-2 years),Mid-Fjord,False,26.4,Haugesund,medium,65,52.4,Stavanger-Bergen,100,2.8,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11486,2,59.7604,5.341183,Zone 1: Southern (58-60°N),Stokkavik,Sporadic (0-2 years),Mid-Fjord,False,40.2,Haugesund,medium,65,15.2,Stavanger-Bergen,100,4.3,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
11488,5,60.044117,5.303317,Zone 2: Western (60-63°N),Brattavika,Occasional (3-5 years),Mid-Fjord,False,39.7,Bergen,major,100,45.3,Stavanger-Bergen,100,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11492,5,59.839317,5.30495,Zone 1: Southern (58-60°N),Storevikholmen,Occasional (3-5 years),Mid-Fjord,False,48.9,Haugesund,medium,65,23.8,Stavanger-Bergen,100,3.0,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
11511,5,59.626266,5.250717,Zone 1: Southern (58-60°N),Hattasteinen,Occasional (3-5 years),Mid-Fjord,False,25.4,Haugesund,medium,65,14.3,Stavanger-Bergen,100,5.2,Close to Port (20-50km),Near Lane (10-30km),Medium Vessel Traffic
11513,4,59.6365,5.247133,Zone 1: Southern (58-60°N),Andal,Occasional (3-5 years),Mid-Fjord,False,26.5,Haugesund,medium,65,14.3,Stavanger-Bergen,100,5.1,Close to Port (20-50km),Near Lane (10-30km),Medium Vessel Traffic
11525,1,60.08255,5.1457,Zone 2: Western (60-63°N),Stille S,Sporadic (0-2 years),Mid-Fjord,False,36.4,Bergen,major,100,52.1,Stavanger-Bergen,100,2.3,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11530,7,59.62327,5.159667,Zone 1: Southern (58-60°N),Gissøysundet S,Recurrent (6-8 years),Mid-Fjord,False,26.1,Haugesund,medium,65,19.4,Stavanger-Bergen,100,4.3,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
11533,1,60.1749,5.0917,Zone 2: Western (60-63°N),Usholmsvika,Sporadic (0-2 years),Mid-Fjord,False,27.6,Bergen,major,100,62.8,Stavanger-Bergen,100,2.5,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11534,6,59.596783,5.161567,Zone 1: Southern (58-60°N),Klungsholmen,Recurrent (6-8 years),Mid-Fjord,False,23.3,Haugesund,medium,65,20.0,Stavanger-Bergen,100,4.4,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
11543,6,60.020782,5.07965,Zone 2: Western (60-63°N),Buholmen Ø,Recurrent (6-8 years),Mid-Fjord,False,44.0,Bergen,major,100,47.6,Stavanger-Bergen,100,2.1,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
11552,1,60.249683,4.978117,Zone 2: Western (60-63°N),Stuholmen,Sporadic (0-2 years),Mid-Fjord,False,24.4,Bergen,major,100,72.9,Stavanger-Bergen,100,2.6,Close to Port (20-50km),Far from Lane (>60km),Low Vessel Traffic
11559,4,59.65735,5.404167,Zone 1: Southern (58-60°N),Grimsholmen,Occasional (3-5 years),Mid-Fjord,False,29.3,Haugesund,medium,65,5.5,Stavanger-Bergen,100,9.3,Close to Port (20-50km),On Shipping Lane (<10km),Medium Vessel Traffic
11571,7,59.776585,5.321817,Zone 1: Southern (58-60°N),Holevik,Recurrent (6-8 years),Mid-Fjord,False,42.0,Haugesund,medium,65,17.3,Stavanger-Bergen,100,3.9,Close to Port (20-50km),Near Lane (10-30km),Low Vessel Traffic
11574,3,59.671185,5.31215,Zone 1: Southern (58-60°N),Breivik S,Occasional (3-5 years),Mid-Fjord,False,30.2,Haugesund,medium,65,10.8,Stavanger-Bergen,100,5.8,Close to Port (20-50km),Near Lane (10-30km),Medium Vessel Traffic
11575,1,59.8616,5.288267,Zone 1: Southern (58-60°N),Koløy N,Sporadic (0-2 years),Mid-Fjord,False,51.4,Haugesund,medium,65,26.4,Stavanger-Bergen,100,2.8,Moderate (50-100km),Near Lane (10-30km),Low Vessel Traffic
11605,2,59.90708,5.159833,Zone 1: Southern (58-60°N),Soløy Ø,Sporadic (0-2 years),Mid-Fjord,False,55.5,Bergen,major,100,34.4,Stavanger-Bergen,100,2.3,Moderate (50-100km),Moderate (30-60km),Low Vessel Traffic
11611,6,60.13907,5.112783,Zone 2: Western (60-63°N),Naveide,Recurrent (6-8 years),Mid-Fjord,False,30.9,Bergen,major,100,58.6,Stavanger-Bergen,100,2.4,Close to Port (20-50km),Moderate (30-60km),Low Vessel Traffic
